신용등급,매출액,영업이익,당기순이익,총자산,총부채,자본총계,자본금,영업활동현금흐름,이자발생부채
AAA,116523.57879450513,-2236.359614607256,-8601.07495445623,344995.5721199303,123126.84683324711,246491.1697254885,40143.45673506482,42652.29144008258,-1901.6378600437602
AAA,182403.26696848444,15198.364959261049,15162.47212861328,310976.6584553969,132307.6610584161,174968.65392654954,174968.65392654954,36913.91827409137,52263.66141917576
AAA,94035.01967455784,7910.741442024647,5494.649158999342,496034.53747752064,404032.80794655124,123841.41194466727,104031.58868185403,53193.94554729317,153594.74400144405
AAA,171640.24042992605,9870.365671398522,7324.655658407693,307488.4765015457,143408.44242705381,142260.98488261164,0.1,44440.01548983457,32143.011596306125
AAA,77232.46578562504,23378.01851853004,15473.174602880605,248956.3030273342,189576.75877244867,79207.50235814475,0.1,50833.91951778182,43382.93264191639
AAA,16918.84317923669,8459.421589618345,12689.132384427518,375066.31912702124,174408.23547973667,262317.00748518656,22988.315178726676,46983.2604369887,112871.63151233508
AAA,167290.7189625898,23564.7044786436,7378.735390376699,400074.9199848969,87662.62577169089,335811.1134460408,159817.44329986424,56424.205940476924,2336.4670839269093
AAA,33840.80818533464,357.38471890888286,536.0770783633243,351616.1704213418,314957.4297894317,67732.50793319242,0.1,17849.603822658817,133640.64286037377
AAA,140734.42810274946,26664.936940182706,27743.520369486338,371379.7028783457,255724.26915003773,84293.27349447852,3352.9494355325223,8507.183084041182,194433.476762446
AAA,81830.27151654675,29515.062093551445,16076.548924118582,325275.47757748514,84348.61081720985,268411.4431735501,0.1,59613.18909043459,27602.2162091472
AAA,244239.00364686968,28363.535136712122,8529.869380016902,326298.176053336,8360.596404245822,303324.29672594613,223430.1867307454,33207.252934011594,-24147.923989635383
AAA,7357.065437230107,3678.5327186150535,5517.79907792258,15854.75487233221,22110.20221538443,59602.34605669084,59602.34605669084,23389.149491934568,9720.10197978087
AAA,120050.27919192686,-4633.946852641833,-1842.9530787001768,496245.8662692534,298390.7574003279,190431.5063459653,0.1,20391.876883482488,141817.1196341687
AAA,226804.3979800601,6479.576308050833,8402.149685139493,623356.6047766693,256902.80632737945,294284.6295260255,0.1,-7080.989075658803,160685.47362885647
AAA,199915.0938329075,37854.864174446586,9739.132809797777,391389.0486776567,194022.44882572853,162661.81695686816,79431.74199226875,53783.60046967567,142311.87691226264
AAA,159475.09976923198,20648.32922368196,27403.41540531646,473679.21937842004,215041.19264452832,251140.0078445007,0.1,34159.544764200866,88870.51324565955
AAA,245106.01664835095,-15701.24402811656,-15348.175374116088,655028.9407086071,286949.679209743,282587.06883249414,0.1,14681.171036235757,221867.91985437274
AAA,77939.66570411468,806.1012348844397,-396.2418034353268,597082.0161944391,426947.6990481038,234183.54251248596,224460.82893411285,-3046.9404228115927,120961.31038149222
AAA,229570.2290397662,-12751.879713991899,-1391.578213855184,751397.3296010506,321907.4961966018,373343.4066880667,0.1,-9872.039077302015,164207.7475188987
AAA,135852.71420679757,10255.82851902486,185.3809437110085,176559.67134955837,98482.87229805309,48369.4834704165,0.1,21488.79688799443,32129.652633615944
AAA,263077.2547541941,27261.597643531244,10098.30197822845,404491.24857901176,228886.7501161519,106866.92948395424,0.1,44529.82169000278,2350.24255795902
AAA,6911.659808728888,-3455.829904364444,-16202.336311932553,372185.05602263083,217343.36357098256,178184.36928980995,0.1,-10637.34565881958,186126.43349832617
AAA,71507.7487365772,1882.2233933204461,-6803.447203901695,95139.97165194777,18360.109170177602,87329.94041343965,87329.94041343965,-11637.47365972985,66517.37216549054
AAA,247334.33375076333,27541.432403378225,29138.20152627324,629314.1343633393,201539.35502739187,387760.9771508541,59357.51407275199,36779.235748429994,121992.04946378493
AAA,272269.4507662002,11262.273757338933,4834.048511178666,503325.6614732984,318534.70348422,135911.76308597543,78615.39142796054,68923.0986132396,68012.88680033406
AAA,91349.93354617833,18614.95986458853,18074.262040523616,428169.0840310967,223896.8614928797,218299.49476226716,0.1,40658.64355248112,134119.14219307463
AAA,92338.49966843083,6117.409755263352,4509.959737540321,204024.92691089027,167654.03808057203,75988.16857271134,75988.16857271134,50757.99784508957,68949.11512350975
AAA,199224.72388291714,16219.323145422743,22062.830898595115,306962.35215859767,51923.906941303925,218048.91631052748,0.1,49893.54979708398,53783.28816213476
AAA,141585.30013477127,21260.087244198523,20374.27049661613,236764.38657386444,6532.679740850435,223125.51213879004,0.1,53060.08046454731,12931.88428476271
AAA,278456.5749132082,21736.35210352111,28430.084005404547,432051.5213158108,45689.47991098938,321629.1586803283,0.1,12907.50499679573,-26975.416917431634
AAA,176865.2511012281,27067.641033543856,17165.115607135645,123378.66431233159,53600.2577094064,73344.35244027068,73344.35244027068,59179.43648018989,-8686.289987460987
AAA,170681.75749933656,13253.1247902384,12549.078978038902,395687.7349041676,252482.48673957036,113679.75055261629,16834.239743113067,14429.198475366595,118822.4662967461
AAA,197810.6649121198,18625.293254289252,12233.328743573802,449472.0333511275,323271.8042045053,89654.44346533169,65493.92562149244,183.8324129455723,131514.07358500332
AAA,14716.314163265808,7234.380421719964,2242.7149872670852,12430.132912159781,29392.95235559612,12957.625035849545,12957.625035849545,9778.51241760404,71146.44565015515
AAA,180098.62159280246,1842.2485663281986,2763.372849492298,682080.7950346463,410375.64042423165,274607.21359927533,174859.80991800508,62478.37267008703,194629.9224674757
AAA,158143.06804608644,-7711.45554867554,-4338.311187774838,519809.1931577842,264358.0607364333,243823.7301333242,195761.95283166273,35854.45620335558,223052.147958274
AAA,149543.57324941788,14545.877844561941,2523.6867904198307,293230.7025302094,208171.15603714745,75592.87380630142,75592.87380630142,34111.43131794304,84384.99584417552
AAA,234581.6736598887,17814.631484938876,26721.947227408316,444831.15113758884,201622.9525171008,190246.96188734894,4362.248993706824,-4442.224190736713,71371.69991404118
AAA,72659.14137625918,16123.966770481535,9923.80437504512,528949.8130681732,354493.64957822324,199697.9571088348,0.1,24940.984498670477,136974.1678402545
AAA,31827.487957885372,8069.918019049901,8659.747583471171,540117.3044635445,302861.20595832524,298405.4026749496,42459.974949119605,7568.383006340664,123295.49329069808
AAA,56517.10213168002,18669.61727738584,19573.19285937767,610804.0692739958,401502.8160041322,261056.80535323525,73349.52229159923,43371.00390393339,190246.17041736929
AAA,343855.83399724565,9230.343975068465,619.426425042443,677771.8008665325,344647.81643094344,212628.9595047615,12882.473244410554,-3589.1593519872185,191572.31600380442
AAA,13661.97635986541,-2607.1034356793407,-453.51434519569557,423894.84989215713,367331.1873523876,101676.3027749829,82763.81656327925,10289.356796376886,213425.26590960176
AAA,199992.036067167,11218.790455271399,-3017.3126609309475,309654.3392906376,228015.17847729754,61133.87553827905,61133.87553827905,54158.56430488941,35542.14231023688
AAA,145523.56721329287,4852.9998287326725,2476.1451419383766,554350.8484746821,368938.6216882346,213827.93433695807,91026.85327586142,42435.88622060459,44486.84953863071
AAA,159742.2403433445,21439.285906684556,8760.64373977548,444571.10038347135,313364.20832100057,114768.74897791169,114768.74897791169,7001.617106856473,174439.14448973854
AAA,232740.9721384609,23466.276777125233,20609.325746698407,354862.3781313322,198154.5686187406,126826.95120856554,126826.95120856554,4958.504131004491,25959.397253404124
AAA,206748.38879827783,21583.81409011632,11629.430687132222,276277.84418711695,145374.7464709972,79069.93666440048,39232.958312528055,56195.93004610151,121963.74706679735
AAA,164589.29199155705,10815.886204122771,12975.506130135858,406452.08885078004,153874.8822607834,224541.06443082122,0.1,-3186.273316629369,48681.58152328412
AAA,301091.5692307061,26714.300984059628,22266.961020726165,588129.8091529557,212137.3038817255,276810.98363454035,0.1,8562.437218922394,154099.3857594335
AAA,206080.8884893496,31956.841551407604,16572.561642848596,376882.2747663125,165242.1975403239,190428.78016212652,36952.374398334665,43008.85656594702,25757.05372966209
AAA,133500.61095056383,25576.028554884804,10506.922675672391,328042.25391657883,244695.39101286742,64078.95001909776,0.1,60845.21378708174,135394.9405441716
AAA,341028.6575443696,26208.4003416306,19675.90768082145,587496.7636699586,335004.5154808181,133918.09822737984,0.1,48541.50064191401,193384.0719736108
AAA,103710.2937586148,36094.91655005939,22762.324242210354,183126.70923696388,57155.51630294445,122085.03831299348,0.1,57795.54648460969,71595.62836001744
AAA,182884.92785045627,1224.209913039549,-3272.9284009444236,729132.7659664683,336445.03782296344,362495.5939773649,0.1,-6630.103594880773,167061.79352464655
AAA,320160.3897971268,15581.123508940269,1236.4729179287933,482810.3867402663,150537.1573707775,256747.73516039594,95914.39797563403,40795.00089879953,45528.73869124756
AAA,198105.110109045,23049.968593689584,25152.82531305983,484222.5538597314,217480.1451752205,260268.33552066222,202615.3305589813,40795.44543396315,123010.75431391771
AAA,168289.07679717732,19920.2467092742,18920.34002385531,350726.44131908077,162672.14543984545,184951.91647682397,57362.985604361806,52832.60537891131,40479.65783842946
AAA,191061.03531107013,24664.676292894546,22518.453093536984,192498.3817480297,65317.300798428274,101469.11254497369,101469.11254497369,65679.90707326586,57894.750786048986
AAA,311970.54133727663,43448.050804373815,33121.800110761025,256546.65232661774,55166.14526962032,93831.16653619322,0.1,45911.18560685108,85636.40283373161
AAA,163726.2783274593,24441.14734079224,18251.299124596415,126456.94938179193,11497.744457405264,83668.05148647663,0.1,37731.81328415317,-5371.192984479523
AAA,133266.00348141,25142.847338999483,33153.25178892405,382811.1509148844,205765.18551381544,181843.08510512154,0.1,12084.3633266809,45155.13747601552
AAA,115695.95315491459,8772.881435807623,10538.121533124511,318569.72177665523,172288.55125170507,165376.38003511316,152039.08643802733,11206.6361018406,79954.23829605148
AAA,299741.5484800055,19312.723823492786,7188.867160227514,484027.00042804587,103904.47981526647,304384.7868834781,73781.83036216325,24997.728280320003,76345.68139012282
AAA,264390.2414543311,27174.197481798114,8414.972766216406,447282.9570515728,247794.02164413055,103789.74202705773,0.1,60611.59355255833,144140.88606035855
AAA,36259.32763502347,18129.663817511733,6481.07574267413,112729.99761821597,108259.4012511977,69546.18400131563,69546.18400131563,43301.75238323309,-18040.269945671782
AAA,199094.86911103502,24254.38175960483,21660.55088165078,517866.7578155523,251929.74962140573,227220.9120822426,45498.70866795335,39665.93549877387,182368.7279434041
AAA,83635.86580953395,-9881.31080596545,-15984.214684212298,143945.34962100504,12755.651152898674,181239.7420412294,181239.7420412294,14370.075427409789,-28612.284662047532
AAA,82576.1499346375,20228.813429233167,14899.578458561733,408205.2066611634,168197.14115032373,275774.0323071061,1804.9854062745144,20152.91406875234,45359.53446960227
AAA,235067.3396003917,42726.31996743777,25020.1491705327,371462.60609102156,260974.13701569167,60592.43210105576,0.1,69726.01673870896,61720.674643198596
AAA,96179.23246310899,-734.2530642845522,-6358.919167568052,250228.32593645094,43056.39430915,225582.07126250287,59644.28235935366,11750.433493785027,28667.526258854807
AAA,32477.283295474757,-1566.4287120725403,1557.1283068419298,255958.4094581649,127859.60112631411,156503.66746212816,50797.94705896153,13380.829522233427,146987.1019422243
AAA,126776.59206482768,7980.782546029076,-3124.466076685412,440453.32908725337,212351.67596823955,210056.2296654184,0.1,1976.95147677782,116966.23808890043
AAA,179126.37580805647,24837.231364316074,13666.649655563057,579117.7778589348,313710.5556308485,266152.7957256227,141773.05612068856,21672.962184478598,126691.95963737443
AAA,188504.79201076325,35508.311580396636,15245.490612322377,420787.08101724397,169694.53322480572,209670.1468639298,0.1,68691.53895583273,134169.8772951882
AAA,274607.2537134508,39764.03389973174,32376.72279926139,526915.5545900378,236514.65665750048,206355.60403872162,48225.164121263086,50382.31597534989,223513.47084800358
AAA,41515.94383194418,16612.82314716261,10995.95158038615,253434.4917658749,176825.48632422872,108271.00301014159,0.1,10070.061888712202,38409.40704501734
AAA,92553.59341603411,18372.114260748487,6130.067926994539,418108.85455050285,160393.7010835075,240960.8243291443,0.1,20824.786553113576,179452.50162850143
AAA,58394.35839387562,-714.0130892551242,109.8035679047789,245164.4137079968,98002.48228508329,161804.89611102754,5154.80559862763,-9502.56770129508,95715.07269071008
AAA,227359.29686142018,16081.839038379436,21887.918627483898,525907.370645282,218243.74198604823,270032.2167556924,145930.81815084838,33983.47385350386,161873.09426000513
AAA,189068.48885939998,38082.132510572475,28480.257172987564,328611.63099723984,193182.65681262422,105117.56294942566,23246.314666563958,51860.77098551849,97152.31289660285
AAA,149631.67169715549,-977.6189078337684,9405.769630454379,449009.5917517107,184609.42912530893,245118.53604481908,0.1,4554.764998000905,48380.22490870392
AAA,82253.3874511988,39546.01127561513,22484.904526520182,291593.57895448507,231030.953842133,63094.59036462844,0.1,57888.2808084471,128613.66938108602
AAA,184359.90695091983,23232.652877189066,13828.059694415995,470833.5474106293,342161.2199672841,96690.89789438731,0.1,30065.698911658255,132636.17929355617
AAA,94115.2261179061,3035.294752516804,-2052.917190058348,301736.5880206621,97915.33973397606,215048.05084773974,46830.27872505034,5858.190051822923,81608.84745495734
AAA,156035.4515741007,12110.27134256065,8532.979885548766,474864.04166821786,257957.16970841447,219211.95133854853,124443.71143230781,61058.3818063325,137846.82594650853
AAA,62953.86582225619,5096.6840066616505,1851.1506661208978,460150.8528718726,306105.645320957,218951.79983774186,212367.74717465605,37598.54557667716,116421.74687930263
AAA,188515.58382353204,-15069.772343330538,-13154.610981121923,468543.5821478378,240641.38344792015,181643.04281726718,44817.31469003085,1565.4593266703414,158507.1427516408
AAA,82542.1593501916,30054.451239066686,21875.110187322833,152074.20966825454,113366.0256863322,28083.27321849468,0.1,37686.70878241952,95251.06946135749
AAA,189483.52747934952,6460.434744875161,6776.151054233951,709839.2437509524,373836.83959219465,306195.91453476466,0.1,5111.397080054394,174390.55307604486
AAA,62216.89121936199,28550.153521923792,21925.80104979529,149935.66897406502,92633.51028696769,75631.37574717155,0.1,56746.72328414518,73747.01186025691
AAA,270838.62297071767,40057.77375253916,28057.388562492488,233718.16070076986,94988.64894743309,72096.2449723605,0.1,52696.73859445796,-12456.729213144965
AAA,139605.38746923293,19088.733889435323,1879.310241233291,598895.6901034112,394448.4578200851,228022.20032278643,228022.20032278643,15160.790794109515,176841.23351818093
AAA,265941.98292561545,32372.15959302416,24007.47568341071,564661.3587351375,304697.34082473465,200342.03394313937,98593.72813685288,11741.325986910244,151728.24049624955
AAA,255975.73301952437,28489.85284920394,31209.524029568413,665195.5690872534,419063.12157778325,180717.00719665442,0.1,41109.12081940011,192172.86069155735
AAA,57189.96409339046,3446.0339979907676,-347.45565506147796,641006.7171970165,404049.6558523037,295530.8752393136,128594.70789157238,15761.082368647623,168335.74448816892
AAA,288461.0953989962,36479.83167463046,24848.19234196161,654159.3133340334,370761.41340444994,206768.46876884837,2087.211490158159,63183.40622449899,187865.22746440527
AAA,30729.13418318113,9869.92385749697,5310.15111590524,156805.4963196387,161377.58526531007,40936.77778756103,40936.77778756103,39716.57344720958,64155.40102082275
AAA,284887.1999553751,42729.15021305578,29892.929737086517,682536.3554520801,314526.83134152397,325499.8153482883,108276.43608796457,63193.30913791472,123273.51237580454
AAA,275354.25635525584,15130.70293438783,9308.434015250588,424130.4413019254,48534.87917309065,344545.74993358174,188085.9733853753,16885.16490260477,-26762.52133485215
AAA,346253.45567450864,11829.791576986077,2515.652152577756,770257.8637757718,252072.53024172084,430868.2863948214,42679.38138327922,50220.610361663246,124456.14326242011
AAA,265039.6135597464,6671.108363266224,1526.3000507266424,530179.0159134332,345095.91265615047,91900.88785281852,0.1,28573.56854614007,159474.81181246933
AAA,21778.36993666063,1435.203854995396,-2543.367891304468,304429.7338507556,259706.0900114976,97468.85485963861,81708.83884702189,59992.713485548215,139390.64543830065
AAA,99034.13404428554,-460.54514058891255,76.6771317771072,342523.11318897596,143426.33757895278,229106.00558777654,128229.65594220218,-10341.681824238902,41857.113811018346
AAA,149459.58623278508,35128.31350605814,25639.791793276258,311387.3405409651,217467.38581638175,78035.70739648488,0.1,40629.552655846084,65297.24209720819
AAA,204157.9437048522,-13581.743066902074,-12785.785646089369,424243.35042577406,189026.66162600875,187515.17640159314,0.1,16777.791759936248,75682.00407099
AAA,148727.0901798259,35416.13121170026,14809.009085013995,390972.3942497576,217009.5654043704,155670.09834958165,6539.236085038101,9520.563986666075,124204.70562644997
AAA,305254.6686301358,20000.82781525848,12489.746831202532,257258.0360936165,25063.742480336252,175234.59779570144,170412.68023395163,48702.32507170506,-38132.483708273285
AAA,260927.68019928515,36182.677806321786,30701.220012698308,548358.6164766523,211166.71182454788,302954.8042936224,125569.90805870584,61942.116254907814,93467.78570355038
AAA,272753.87396418647,12144.457814893316,13263.248262411349,692096.8245295631,344015.96243775287,271868.27673972445,0.1,6715.628357024572,176097.53539187962
AAA,117525.03648328764,3634.8543509622214,5452.281526443332,640137.2744531673,425901.35707886785,253955.0628090303,202670.3346767282,14056.36825202995,151062.90220389425
AAA,107376.24155795641,-10539.174917459632,-15607.739542817433,509428.46902022813,284857.0248736371,243780.4331910991,40076.60068466497,26571.102708983664,99852.26340543588
AAA,238828.26455682935,10349.656433880928,7753.8012531051845,463474.71721252427,145295.2285217448,309804.49661798193,160406.42585286696,23951.00048920848,-33243.56416383381
AAA,290453.67101141723,20017.665066550533,6575.726108935115,768066.3791576631,449011.2111030363,230065.79459564638,0.1,20765.91738009571,237501.36560022482
AAA,324688.9971849692,40795.14911589595,28727.821815130606,477042.39845175145,153664.7077292278,223663.74980086292,3938.5872056441294,39831.94131780387,110655.11742358944
AAA,125607.9100442944,23682.78526966167,11868.808560540845,288044.0168824012,199587.78321308456,108823.68748804691,108823.68748804691,61044.752241860595,124963.96413973406
AAA,74287.83863802982,3164.292820625791,-4603.565052668673,331184.56091203267,219405.91275887063,159290.50917204525,52970.220768467545,29447.151625255367,3950.0810409704136
AAA,137043.1900543863,14828.833158926167,11114.195953349748,607225.8965544235,346087.950003887,264110.1040750216,0.1,54315.61073782439,154238.36334004407
AAA,151701.63240156052,1843.8264445290097,-6300.616038371845,565602.5883969363,417691.12053201103,126383.07493465676,0.1,12410.5455295669,139925.24652287457
AAA,288728.24716244015,38769.694715466416,31654.834812433466,451821.5105978955,140990.45968192525,253825.92194928238,57716.32625951097,53588.65072661062,39743.40356666169
AAA,179341.614412229,43178.53264897347,17386.239662551732,398622.9474624891,216569.0732234272,164259.03198154378,0.1,53264.0239974915,64226.283961579604
AAA,195042.95198017196,25044.754767202947,24931.356871178716,225725.28954942094,9082.858478525188,189235.5967278487,0.1,42298.42232475737,-23150.85330847664
AAA,291100.812194929,40236.11359454189,26343.787017600494,398779.6787279764,149870.64460981087,174764.4536652327,40490.41511218529,49370.86444569637,75388.65415443553
AAA,80258.02087101951,18011.384676429978,18167.060784032325,223000.96130640933,220879.8083559077,53691.53872239293,53691.53872239293,51419.57952535609,72541.09462514371
AAA,101519.04725113985,-4805.990559404936,-5396.641721816211,482061.27267817286,271582.4390789807,210979.355056397,0.1,-12076.871747699919,136649.319959337
AAA,39964.62838489699,-4860.102364722576,-6477.447897662281,335180.5452218705,283926.8706561072,79216.64450390679,0.1,2841.3300456833094,106261.3492071438
AAA,172610.75364432734,-711.0656962966277,-10202.261720808741,505797.9798728265,223273.7137641554,274534.3517387132,77975.8184574123,2304.2670381609896,71123.47985059301
AAA,155073.19100162576,16573.496795177358,7679.379019234516,507293.13579079404,145259.3166851777,343398.2537044848,0.1,26089.338708820374,100388.82524991519
AAA,267093.07551273936,17167.720244477052,6354.019845393914,639982.598896043,412421.6550401966,152929.26310937677,39094.556275907875,38275.38583729932,215320.07734771926
AAA,116515.55319043528,-14286.226198807954,334.87073607539423,560216.1001049851,363875.4176557786,233488.76762069986,205610.21565097582,-5044.161500866758,106384.81244446688
AAA,81188.36501775798,6095.001578772321,6359.76920679813,319912.79336725647,76249.60589928104,283887.6011007569,72627.59003096889,52956.16802538395,41606.5351338808
AAA,128249.94979082952,23516.914330334836,22085.42967958588,418036.3289804922,274170.0650290037,132268.56896883593,0.1,25126.31310120683,106035.3391952111
AAA,133501.26356886796,15560.78630605687,10438.628418451211,251344.0116852036,139453.90483251214,138520.56666977657,138520.56666977657,43700.47681546617,503.7512649618002
AAA,256838.05193262247,1190.318903863028,-4779.573116477863,671538.2909468978,427448.5671355757,163410.36111455524,0.1,15350.769777628786,159037.76117837243
AAA,300437.24766344315,26694.44380929425,15523.279717782316,492784.2392465145,109434.8490257566,319699.4919419156,64247.334605340075,23630.661157785362,25524.036806368196
AAA,203000.6946441432,16281.642030144942,23727.184345904163,670402.7835973273,428639.52926948946,209552.72568548154,108908.29332672161,8109.470338986757,227318.27826093463
AAA,254212.34538692384,37074.37989448013,23075.733474163135,422754.30941828724,177995.18389187212,208436.4607471184,97476.16432795316,60247.9818408376,46970.11503200077
AAA,278096.75597320625,36441.89160725371,15909.910251381656,347691.748781931,40517.47061712027,230641.9599588472,27969.27660341447,45984.63836928044,76005.56225023286
AAA,228706.8365896123,14355.598675483769,9264.189221755742,553155.4352209321,343159.1178666387,149637.79509006743,0.1,17466.925070859746,162235.24019172447
AAA,289599.8087561431,30368.42229880197,14061.581177917775,668281.4338935,196264.4046149332,394377.0356550551,17982.77636771069,55634.63503897314,182988.80498448655
AAA,164087.4154350976,29445.05455183293,31804.50557170197,608482.4936608614,412768.21439065674,162942.57554545076,0.1,64151.4324854351,190626.75794036477
AAA,80996.79552317578,-16894.66727528802,-11410.186504094074,264966.66533261724,148233.57225514532,149471.12591961533,0.1,4962.255504479621,-51028.2951891203
AAA,101866.85664637599,8822.770900172,3323.303021625291,394417.43959608424,289790.06425688765,89286.07563665949,0.1,16700.934253790314,175767.2492924979
AAA,97494.38625412135,16518.704171983554,12546.981133877474,511439.3992340162,297509.0380383788,210799.53522128437,0.1,49436.4208407849,193825.1995176828
AAA,206144.3547029532,26266.439059011245,22040.39168549698,620716.479671335,169338.44813369977,390512.45706360706,0.1,14228.836821279967,189332.95214765696
AAA,212880.2039176561,901.1910043554326,1351.786506533149,705941.1348040793,439495.55703930836,231073.31603468856,88710.26767288992,5728.9600245921065,199234.70002094295
AAA,93765.43478977826,21990.571123917605,23456.139174249212,63008.34846633492,907.4125520818052,94248.36543121407,94248.36543121407,23717.749298970997,-9070.781518599775
AAA,127144.96894020692,11889.99645721007,7265.998955600231,522788.3707216546,339847.31232601637,189798.29201323888,114437.96400857002,32866.18619664702,187181.42095829273
AAA,24353.210823490997,6138.055336940418,9207.083005410626,121318.0301603286,79136.43689206456,89555.9896843512,89555.9896843512,-8698.98645075216,65718.49600976359
AAA,314012.7084445691,25944.514954183833,14857.059344059893,492140.4034482079,197906.6061315765,225503.18603179016,61266.90398291952,38048.71271508983,25522.174123590667
AAA,108401.51744743195,26785.690162667124,21396.466727991516,116672.33121585977,34958.92468426985,93817.16148688161,93817.16148688161,5908.751549457436,90453.15151550708
AAA,210083.7643769673,33362.86017559607,20889.216342202097,527290.2191761188,186997.38223431737,336483.64901868586,168086.06423774015,57897.06406574514,91217.48251383092
AAA,156343.48060456236,10463.229765038775,9414.685687523592,376892.1487846723,255859.18065356553,107861.47580706574,47339.035448592265,-14032.345081505733,71070.52878098938
AAA,102729.7291903259,8851.496217950502,-2775.1131909788273,175628.62182595767,133722.44675068668,34817.16008351839,7460.113422606679,45594.4713133677,98876.31237533689
AAA,155377.35769349517,29160.895645667926,13419.68852661045,138578.815189928,18947.06050484313,135692.32025037517,135692.32025037517,53447.26125164855,9668.5414589438
AAA,99510.0044231253,20412.725940692406,16019.07365172681,165195.6275357846,44566.423974328325,127293.40396954703,0.1,-9504.772197094357,-29878.142466179444
AAA,88520.46028011432,14622.301773101126,15023.021717373143,238793.83452592103,59592.34714023821,177804.82688009483,0.1,30045.76453857671,109583.63491392382
AAA,139723.41665365646,5516.380812298417,8274.571218447625,573079.5421961907,359640.9188940512,202829.91920394884,149322.23502861123,-11677.531004080603,244621.18231620436
AAA,80590.86938233995,3162.0035376765954,3340.0105993906254,116889.63575094703,76973.5768907182,54146.62594774495,0.1,29508.542995989716,-11779.372541038872
AAA,47246.295502771216,-4803.792301131447,-5377.282454323873,50713.441326835775,41725.06053460931,22726.059098016347,22726.059098016347,-3323.321731551714,98282.32897403736
AAA,308146.8921442702,22241.84956175967,24018.471425041098,642848.734005806,245681.74825690803,328873.7218610927,0.1,17559.630187654613,37341.70002897997
AAA,101437.55042216284,2313.5923586075933,-9969.554882604187,230790.57125661618,60495.79250589103,198250.40839467643,160588.892652238,8451.389436950907,25977.338242283644
AAA,133214.999809315,27109.557040520376,14617.550637183569,482298.912758567,276784.77384122583,213614.83268908877,192430.78373612717,12881.776706566505,194535.19357571963
AAA,104213.19871277401,24524.79852886768,22371.91186580527,357510.9336314298,272044.6133240253,122999.06359796172,101474.76061563668,63935.6269181676,63992.88531318398
AAA,301306.8663099555,22646.632654417997,15482.511214746766,574152.6680062579,329935.0118574878,151529.9620534207,30177.420885589865,20213.98565582394,171206.94198107923
AAA,160427.43421458834,27739.017766630073,9841.31334454821,503243.0602064158,243225.90471096573,224176.98308621626,19619.366850428003,28882.0417414804,233390.95951112162
AAA,179746.1534236421,23665.27602135687,19986.291830958486,276457.77378922945,127297.17260940754,121355.46098597214,121355.46098597214,19338.340238163466,121403.523789936
AAA,361294.77324282937,22048.664534295596,16251.498606903833,587616.0081490083,163045.5042567412,315094.8188453414,23691.083609414512,24774.60746010647,93550.64064262249
AAA,239746.61990124662,2273.8083459245954,3410.712518886893,370201.3954554489,70725.03340610908,221394.12856622395,14440.305424824193,-3083.3014185845786,124502.82275867411
